tax_id,Org_name-new_name,Org_name,GeneID,CurrentID,Status,Symbol,Symbol CAPS,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM,Column1
30419,K,Opisthocomus hoazin,104337423,0,live,PSMA4,psma4,N306_15261,proteasome 20S subunit alpha 4,proteasome subunit alpha type-4|Hydroxylysine kinase|Proteasome subunit alpha type-4|proteasome subunit alpha 4,,Un,,,,,,,
9031,J,Gallus gallus,396451,0,live,PTGS2,ptgs2,"CEF147, PGHS2, PHSII",prostaglandin-endoperoxide synthase 2,prostaglandin G/H synthase 2|COX-2|PGH synthase 2|PGHS-2|PHS II|cyclooxygenase-2|mitogen-inducible PGHS|prostaglandin H2 synthase 2|prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase),,8,NC_006095.5,10714136,10722126,plus,10,,
9031,J,Gallus gallus,395815,0,live,PTPN11,ptpn11,SYP,protein tyrosine phosphatase non-receptor type 11,tyrosine-protein phosphatase non-receptor type 11|SH-PTP2|cSH-PTP2,,15,NC_006102.5,6682741,6707503,plus,16,,
64176,D,Podarcis muralis,114596970,0,live,PTPN20,ptpn20,,protein tyrosine phosphatase non-receptor type 20,tyrosine-protein phosphatase non-receptor type 20,,5,NC_041316.1,10079048,10096030,minus,10,,
9031,J,Gallus gallus,419554,0,live,PUM1,pum1,,pumilio RNA binding family member 1,pumilio homolog 1|pumilio 1,,23,NC_006110.5,571975,641887,minus,22,,
202946,K,Apteryx mantelli mantelli,106489403,0,live,QARS1,qars1,QARS,glutaminyl-tRNA synthetase 1,glutamine--tRNA ligase,,Un,,,,,,,
188379,K,Egretta garzetta,104121948,0,live,QRFPR,qrfpr,Z169_08398,pyroglutamylated RFamide peptide receptor,pyroglutamylated RFamide peptide receptor,,Un,,,,,,,
9031,J,Gallus gallus,396193,0,live,RAN,ran,RANP1,"RAN, member RAS oncogene family","GTP-binding nuclear protein Ran|GTPase Ran|RAN, member RAS oncogene family pseudogene 1|ras-like protein TC4|ras-related nuclear protein",,15,NC_006102.5,3483355,3487600,minus,7,,
9031,J,Gallus gallus,396166,0,live,RBP4A,rbp4a,"RBP, RBP4","retinol binding protein 4 A, plasma","retinol-binding protein 4|PRBP|plasma retinol-binding protein|retinol binding protein 4, plasma",,6,NC_006093.5,21352970,21360358,plus,7,,
146911,C,Gekko japonicus,107122401,0,live,REL,rel,,"REL proto-oncogene, NF-kB subunit",proto-oncogene c-Rel,,Un,,,,,,,
8673,G,Pseudonaja textilis,113446671,0,live,RELA,rela,,"RELA proto-oncogene, NF-kB subunit",transcription factor p65,,Un,,,,,,,
9031,J,Gallus gallus,395656,0,live,RELB,relb,GC-rich,v-rel avian reticuloendotheliosis viral oncogene homolog B,"transcription factor RelB homolog|RELB proto-oncogene, NF-kB subunit|v-rel reticuloendotheliosis viral oncogene homolog B, nuclear factor of kappa light polypeptide gene enhancer in B-cells 3",,,,,,,,,
9031,J,Gallus gallus,395442,0,live,RHOA,rhoa,,ras homolog family member A,"transforming protein RhoA|RhoA GTPase|ras homolog gene family, member A",,12,NC_006099.5,3243950,3262304,minus,7,,
59729,K,Taeniopygia guttata,100228689,0,live,RIN2,rin2,SLC24A3,Ras and Rab interactor 2,LOW QUALITY PROTEIN: ras and Rab interactor 2|solute carrier family 24 member 3,,3,NC_045001.1,82723236,82911571,minus,26,,
9031,J,Gallus gallus,424631,0,live,RNF11,rnf11,,ring finger protein 11,RING finger protein 11,,8,NC_006095.5,24333872,24359949,plus,3,,
9031,J,Gallus gallus,396303,0,live,RNF13,rnf13,RZF,ring finger protein 13,E3 ubiquitin-protein ligase RNF13|C-RZF|RING zinc finger protein|RING-type E3 ubiquitin transferase RNF13,,9,NC_006096.5,23911967,23940163,minus,10,,
9031,J,Gallus gallus,100526659,0,live,RNP,rnp,,renal natriuretic peptide,renal natriuretic peptide,,21,NC_006108.5,5573634,5574374,plus,3,,
9031,J,Gallus gallus,395700,0,live,RPE65,rpe65,,"RPE65, retinoid isomerohydrolase",retinoid isomerohydrolase|all-trans-retinyl-palmitate hydrolase|lutein isomerase|meso-zeaxanthin isomerase|retinal pigment epithelium-specific 65 kDa protein|retinal pigment epithelium-specific protein 65kDa|retinol isomerase,,8,NC_006095.5,29124295,29132942,minus,14,,
381198,K,Anser cygnoides domesticus,106049537,0,live,RPS4X,rps4x,,ribosomal protein S4 X-linked,"40S ribosomal protein S4, X isoform",,Un,,,,,,,
28377,A,Anolis carolinensis,100552228,0,live,rps6ka4,rps6ka4,,ribosomal protein S6 kinase A4,"ribosomal protein S6 kinase alpha-4|ribosomal protein S6 kinase, 90kDa, polypeptide 4",,Un,,,,,,,
103695,B,Pogona vitticeps,110086584,0,live,RPS6KA5,rps6ka5,,ribosomal protein S6 kinase A5,ribosomal protein S6 kinase alpha-5,,Un,,,,,,,
8663,G,Notechis scutatus,113423153,0,live,RSC1A1,rsc1a1,,regulator of solute carriers 1,regulatory solute carrier protein family 1 member 1,,Un,,,,,,,
9031,J,Gallus gallus,396506,0,live,S100A10,s100a10,P11,S100 calcium binding protein A10,protein S100-A10|calpactin I light chain|calpactin-1 light chain|cellular ligand of annexin II|p10 protein,,25,NC_006112.4,464701,466723,minus,3,,
9031,J,Gallus gallus,426356,0,live,S100A12,s100a12,S100A9,S100 calcium binding protein A12,protein MRP-126|S100 calcium binding protein A9 (calgranulin B),,25,NC_006112.4,3296969,3298404,minus,3,,
59894,K,Ficedula albicollis,101816305,0,live,SAMD15,samd15,,sterile alpha motif domain containing 15,sterile alpha motif domain-containing protein 15,,5,NC_021677.1,41870076,41874248,plus,5,,
9031,J,Gallus gallus,396050,0,live,SCNN1A,scnn1a,,sodium channel epithelial 1 alpha subunit,"amiloride-sensitive sodium channel subunit alpha|SCNEA|alpha cENaC 431|alpha-ENaC|alpha-NaCH|amiloride-sensitve epithelial sodium channel alpha subunit|epithelial Na(+) channel subunit alpha|nonvoltage-gated sodium channel 1 subunit alpha|sodium channel, non-voltage-gated 1 alpha subunit|sodium channel, nonvoltage-gated 1 alpha",,1,NC_006088.5,77568659,77576825,plus,13,,
9031,J,Gallus gallus,396550,0,live,SCP2,scp2,"NSL-TP, SCP-2, SCP-X, SCPX",sterol carrier protein 2,non-specific lipid-transfer protein|SCP-chi|propanoyl-CoA C-acyltransferase|sterol carrier protein X,,8,NC_006095.5,24886682,24898813,plus,16,,
9031,J,Gallus gallus,423015,0,live,SCT,sct,,secretin,secretin|secretin precursor variant 1,,5,NC_006092.5,799459,818029,plus,22,,
64176,D,Podarcis muralis,114594616,0,live,SDE2,sde2,,SDE2 telomere maintenance homolog,LOW QUALITY PROTEIN: replication stress response regulator SDE2,,3,NC_041314.1,92290758,92298695,plus,7,,
9031,J,Gallus gallus,395758,0,live,SDHA,sdha,Fp,succinate dehydrogenase complex flavoprotein subunit A,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial|flavoprotein subunit of complex II|succinate dehydrogenase Fp subunit|succinate dehydrogenase complex, subunit A, flavoprotein (Fp)",,2,NC_006089.5,85662886,85678801,minus,15,,
9031,J,Gallus gallus,415995,0,live,SELENOK,selenok,SELK,selenoprotein K,selenoprotein K,,12,NC_006099.5,7642055,7646115,minus,5,,
9031,J,Gallus gallus,419587,0,live,SELENON,selenon,SEPN1,selenoprotein N,"selenoprotein N|selenoprotein N, 1",,23,NC_006110.5,2431042,2447057,minus,12,,
9031,J,Gallus gallus,425041,0,live,SELENOT,selenot,,selenoprotein T,thioredoxin reductase-like selenoprotein T|SELT|thioredoxin reductase-like enzyme,,9,NC_006096.5,23785354,23791069,minus,6,,
9031,J,Gallus gallus,100310814,0,live,SELENOW,selenow,"SEPW1, SelW",selenoprotein W,"selenoprotein W|selenoprotein W, 1",,32,NC_006119.4,247183,248842,plus,6,,
28377,A,Anolis carolinensis,100559593,0,live,sephs1,sephs1,,selenophosphate synthetase 1,"selenide, water dikinase 1",,5,NC_014780.1,90036473,90056213,minus,11,,
59894,K,Ficedula albicollis,101820847,0,live,SEPHS2,sephs2,SPS2a,selenophosphate synthetase 2,"selenide, water dikinase 1-like",,LG34,NC_021701.1,431336,439532,plus,8,,
9031,J,Gallus gallus,113219448,0,live,SEPHS3,sephs3,"SEPHS2, SPS2a",selenophosphate synthetase 3,"selenide, water dikinase 3|selenophosphate synthetase 2",,,,,,,,,
9031,J,Gallus gallus,422808,0,live,SEPSECS,sepsecs,,Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase,O-phosphoseryl-tRNA(Sec) selenium transferase,,4,NC_006091.5,73527042,73550834,plus,12,,
28377,A,Anolis carolinensis,100560634,0,live,serp1,serp1,,stress associated endoplasmic reticulum protein 1,stress-associated endoplasmic reticulum protein 1,,3,NC_014778.1,18392391,18397076,plus,3,,
31138,H,Trachemys scripta elegans,117870942,0,live,SERP2,serp2,,stress associated endoplasmic reticulum protein family member 2,stress-associated endoplasmic reticulum protein 2,,1,NC_048298.1,286618108,286631310,plus,5,,
44394,K,Zonotrichia albicollis,102071367,0,live,SETX,setx,,senataxin,probable helicase senataxin,,Un,,,,,,,
9233,K,Aptenodytes forsteri,103904074,0,live,SH3TC1,sh3tc1,AS27_15283,SH3 domain and tetratricopeptide repeats 1,SH3 domain and tetratricopeptide repeat-containing protein 1,,Un,,,,,,,
103695,B,Pogona vitticeps,110077707,0,live,SHQ1,shq1,,"SHQ1, H/ACA ribonucleoprotein assembly factor",protein SHQ1 homolog,,Un,,,,,,,
9031,J,Gallus gallus,420834,0,live,SIRT5,sirt5,,sirtuin 5,"NAD-dependent protein deacylase sirtuin-5, mitochondrial|NAD-dependent lysine demalonylase and desuccinylase sirtuin-5, mitochondrial|NAD-dependent protein deacetyalse sirtuin-5",,2,NC_006089.5,60510182,60519961,plus,11,,
28377,A,Anolis carolinensis,100553730,0,live,slc10a1,slc10a1,,solute carrier family 10 member 1,"sodium/bile acid cotransporter|solute carrier family 10 (sodium/bile acid cotransporter), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100553566,0,live,slc10a2,slc10a2,,solute carrier family 10 member 2,"ileal sodium/bile acid cotransporter|solute carrier family 10 (sodium/bile acid cotransporter), member 2",,3,NC_014778.1,101163403,101179678,minus,6,,
28377,A,Anolis carolinensis,100565155,0,live,slc10a3,slc10a3,,solute carrier family 10 member 3,P3 protein,,1,NC_014776.1,204791830,204798826,minus,2,,
28377,A,Anolis carolinensis,100564015,0,live,slc10a4,slc10a4,,solute carrier family 10 member 4,LOW QUALITY PROTEIN: sodium/bile acid cotransporter 4,,Un,,,,,,,
28377,A,Anolis carolinensis,100567138,0,live,slc10a7,slc10a7,,solute carrier family 10 member 7,sodium/bile acid cotransporter 7,,5,NC_014780.1,134591751,134750100,plus,13,,
28377,A,Anolis carolinensis,100566079,0,live,slc11a1,slc11a1,,solute carrier family 11 member 1,"natural resistance-associated macrophage protein 1|solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1",,1,NC_014776.1,88642851,88681512,minus,15,,
28377,A,Anolis carolinensis,100560898,0,live,slc11a2,slc11a2,,solute carrier family 11 member 2,"natural resistance-associated macrophage protein 2|solute carrier family 11 (proton-coupled divalent metal ion transporter), member 2",,2,NC_014777.1,67306453,67373667,minus,19,,
28377,A,Anolis carolinensis,100554780,0,live,slc12a1,slc12a1,,solute carrier family 12 member 1,"solute carrier family 12 member 1|solute carrier family 12 (sodium/potassium/chloride transporter), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100555453,0,live,slc12a2,slc12a2,,solute carrier family 12 member 2,"solute carrier family 12 member 2|solute carrier family 12 (sodium/potassium/chloride transporter), member 2|solute carrier family 12 (sodium/potassium/chloride transporters), member 2",,2,NC_014777.1,30036581,30106637,plus,27,,
28377,A,Anolis carolinensis,100562387,0,live,slc12a3,slc12a3,,solute carrier family 12 member 3,"solute carrier family 12 member 3|solute carrier family 12 (sodium/chloride transporter), member 3",,Un,,,,,,,
28377,A,Anolis carolinensis,100563811,0,live,slc12a4,slc12a4,,solute carrier family 12 member 4,"solute carrier family 12 member 4|solute carrier family 12 (potassium/chloride transporter), member 4|solute carrier family 12 (potassium/chloride transporters), member 4",,c,NC_014784.1,6101653,6181047,minus,24,,
28377,A,Anolis carolinensis,100554321,0,live,slc12a5,slc12a5,,solute carrier family 12 member 5,"LOW QUALITY PROTEIN: solute carrier family 12 member 5|solute carrier family 12 (potassium/chloride transporter), member 5",,Un,,,,,,,
28377,A,Anolis carolinensis,100553068,0,live,slc12a6,slc12a6,,solute carrier family 12 member 6,"solute carrier family 12 member 6|solute carrier family 12 (potassium/chloride transporter), member 6|solute carrier family 12 (potassium/chloride transporters), member 6",,Un,,,,,,,
28377,A,Anolis carolinensis,100558933,0,live,slc12a7,slc12a7,,solute carrier family 12 member 7,"LOW QUALITY PROTEIN: solute carrier family 12 member 7|solute carrier family 12 (potassium/chloride transporter), member 7",,4,NC_014779.1,67862993,68005424,minus,26,,
28377,A,Anolis carolinensis,100556947,0,live,slc12a8,slc12a8,,solute carrier family 12 member 8,solute carrier family 12 member 8,,1,NC_014776.1,77957810,77993642,plus,9,,
28377,A,Anolis carolinensis,100567296,0,live,slc12a9,slc12a9,,solute carrier family 12 member 9,solute carrier family 12 member 9,,Un,,,,,,,
28377,A,Anolis carolinensis,100552464,0,live,slc13a1,slc13a1,,solute carrier family 13 member 1,"solute carrier family 13 member 1|solute carrier family 13 (sodium/sulfate symporter), member 1|solute carrier family 13 (sodium/sulfate symporters), member 1",,5,NC_014780.1,67704015,67765881,plus,15,,
28377,A,Anolis carolinensis,100564744,0,live,slc13a2,slc13a2,,solute carrier family 13 member 2,"solute carrier family 13 member 2|solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2",,Un,,,,,,,
28377,A,Anolis carolinensis,100563148,0,live,slc13a3,slc13a3,,solute carrier family 13 member 3,"solute carrier family 13 member 3|solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3",,4,NC_014779.1,144582475,144643254,minus,12,,
28377,A,Anolis carolinensis,100564679,0,live,slc13a4,slc13a4,,solute carrier family 13 member 4,"solute carrier family 13 member 4|solute carrier family 13 (sodium/sulfate symporter), member 4",,Un,,,,,,,
103695,B,Pogona vitticeps,110083294,0,live,SLC13A5,slc13a5,,solute carrier family 13 member 5,solute carrier family 13 member 5,,Un,,,,,,,
103695,B,Pogona vitticeps,110085922,0,live,SLC14A1,slc14a1,,solute carrier family 14 member 1 (Kidd blood group),urea transporter 1,,Un,,,,,,,
31138,H,Trachemys scripta elegans,117879498,0,live,SLC14A2,slc14a2,UT,solute carrier family 14 member 2,urea transporter 2|urea transporter,,6,NC_048303.1,9909963,9953995,plus,23,,
28377,A,Anolis carolinensis,100565958,0,live,slc15a1,slc15a1,,solute carrier family 15 member 1,"solute carrier family 15 member 1|solute carrier family 15 (oligopeptide transporter), member 1",,3,NC_014778.1,98501911,98552425,minus,25,,
28377,A,Anolis carolinensis,100564894,0,live,slc15a2,slc15a2,,solute carrier family 15 member 2,"solute carrier family 15 member 2|solute carrier family 15 (oligopeptide transporter), member 2",,1,NC_014776.1,83568700,83674929,minus,24,,
28377,A,Anolis carolinensis,100553194,0,live,slc15a3,slc15a3,,solute carrier family 15 member 3,"solute carrier family 15 member 3|solute carrier family 15 (oligopeptide transporter), member 3",,Un,,,,,,,
28377,A,Anolis carolinensis,100556521,0,live,slc15a4,slc15a4,,solute carrier family 15 member 4,"solute carrier family 15 member 4|solute carrier family 15 (oligopeptide transporter), member 4",,b,NC_014783.1,526040,554274,plus,7,,
28377,A,Anolis carolinensis,100564469,0,live,slc15a5,slc15a5,,solute carrier family 15 member 5,solute carrier family 15 member 5,,Un,,,,,,,
28377,A,Anolis carolinensis,100557889,0,live,slc16a1,slc16a1,,solute carrier family 16 member 1,"monocarboxylate transporter 1|solute carrier family 16 (monocarboxylate transporter), member 1",,4,NC_014779.1,129281494,129317431,minus,8,,
28377,A,Anolis carolinensis,100559511,0,live,slc16a10,slc16a10,,solute carrier family 16 member 10,"monocarboxylate transporter 10|solute carrier family 16 (aromatic amino acid transporter), member 10",,1,NC_014776.1,192089143,192172428,plus,6,,
64176,D,Podarcis muralis,114608080,0,live,SLC16A11,slc16a11,,solute carrier family 16 member 11,monocarboxylate transporter 11,,13,NC_041324.1,52537176,52546603,minus,5,,
28377,A,Anolis carolinensis,100552559,0,live,slc16a12,slc16a12,,solute carrier family 16 member 12,"monocarboxylate transporter 12|solute carrier family 16, member 12 (monocarboxylic acid transporter 12)",,Un,,,,,,,
28377,A,Anolis carolinensis,100557007,0,live,slc16a13,slc16a13,,solute carrier family 16 member 13,monocarboxylate transporter 13,,Un,,,,,,,
28377,A,Anolis carolinensis,100562937,0,live,slc16a14,slc16a14,,solute carrier family 16 member 14,"monocarboxylate transporter 14|solute carrier family 16, member 14 (monocarboxylic acid transporter 14)",,3,NC_014778.1,22369285,22396538,plus,8,,
28377,A,Anolis carolinensis,100561475,0,live,slc16a2,slc16a2,,solute carrier family 16 member 2,"monocarboxylate transporter 8|solute carrier family 16, member 2 (thyroid hormone transporter)",,Un,,,,,,,
28377,A,Anolis carolinensis,100562804,0,live,slc16a3,slc16a3,,solute carrier family 16 member 3,"monocarboxylate transporter 4|solute carrier family 16 (monocarboxylate transporter), member 3",,2,NC_014777.1,117889402,117931614,minus,6,,
28377,A,Anolis carolinensis,100564319,0,live,slc16a4,slc16a4,,solute carrier family 16 member 4,monocarboxylate transporter 5,,4,NC_014779.1,106566050,106581387,minus,8,,
28377,A,Anolis carolinensis,100558462,0,live,slc16a5,slc16a5,,solute carrier family 16 member 5,"monocarboxylate transporter 6|solute carrier family 16 (monocarboxylate transporter), member 5",,2,NC_014777.1,114803307,114819866,minus,6,,
28377,A,Anolis carolinensis,100555486,0,live,slc16a6,slc16a6,,solute carrier family 16 member 6,"monocarboxylate transporter 7|solute carrier family 16, member 6 (monocarboxylic acid transporter 7)",,Un,,,,,,,
28377,A,Anolis carolinensis,100555268,0,live,slc16a7,slc16a7,,solute carrier family 16 member 7,"monocarboxylate transporter 2|solute carrier family 16 (monocarboxylate transporter), member 7|solute carrier family 16, member 7 (monocarboxylic acid transporter 2)",,5,NC_014780.1,52074993,52201396,minus,6,,
28377,A,Anolis carolinensis,100559356,0,live,slc16a8,slc16a8,,solute carrier family 16 member 8,"monocarboxylate transporter 3|solute carrier family 16 (monocarboxylate transporter), member 8",,Un,,,,,,,
28377,A,Anolis carolinensis,103279757,0,live,slc16a9,slc16a9,,solute carrier family 16 member 9,monocarboxylate transporter 9,,Un,,,,,,,
50402,K,Charadrius vociferus,104284464,0,live,SLC17A2,slc17a2,,solute carrier family 17 member 2,sodium-dependent phosphate transport protein 3,,Un,,,,,,,
28377,A,Anolis carolinensis,100566964,0,live,slc17a5,slc17a5,,solute carrier family 17 member 5,"sialin|solute carrier family 17 (acidic sugar transporter), member 5",,Un,,,,,,,
28377,A,Anolis carolinensis,100564428,0,live,slc17a6,slc17a6,,solute carrier family 17 member 6,"vesicular glutamate transporter 2|solute carrier family 17 (vesicular glutamate transporter), member 6",,1,NC_014776.1,58640470,58701159,plus,13,,
28377,A,Anolis carolinensis,100560537,0,live,slc17a7,slc17a7,,solute carrier family 17 member 7,"vesicular glutamate transporter 1|solute carrier family 17 (vesicular glutamate transporter), member 7",,Un,,,,,,,
28377,A,Anolis carolinensis,100555413,0,live,slc17a8,slc17a8,,solute carrier family 17 member 8,"LOW QUALITY PROTEIN: vesicular glutamate transporter 3|solute carrier family 17 (vesicular glutamate transporter), member 8",,5,NC_014780.1,28646006,28671803,minus,12,,
28377,A,Anolis carolinensis,100554619,0,live,slc17a9,slc17a9,,solute carrier family 17 member 9,"solute carrier family 17 member 9|solute carrier family 17 (vesicular nucleotide transporter), member 9",,4,NC_014779.1,152607949,152646478,plus,13,,
28377,A,Anolis carolinensis,100555086,0,live,slc18a1,slc18a1,,solute carrier family 18 member A1,"chromaffin granule amine transporter|solute carrier family 18 (vesicular monoamine transporter), member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100555672,0,live,slc18a2,slc18a2,,solute carrier family 18 member A2,"synaptic vesicular amine transporter|solute carrier family 18 (vesicular monoamine transporter), member 2|solute carrier family 18 (vesicular monoamine), member 2",,Un,,,,,,,
28377,A,Anolis carolinensis,100558687,0,live,slc18a3,slc18a3,,solute carrier family 18 member A3,"vesicular acetylcholine transporter|solute carrier family 18 (vesicular acetylcholine transporter), member 3",,Un,,,,,,,
28377,A,Anolis carolinensis,100553000,0,live,slc18b1,slc18b1,,solute carrier family 18 member B1,"MFS-type transporter SLC18B1|solute carrier family 18, subfamily B, member 1",,Un,,,,,,,
28377,A,Anolis carolinensis,100562129,0,live,slc19a1,slc19a1,,solute carrier family 19 member 1,"folate transporter 1|solute carrier family 19 (folate transporter), member 1",,1,NC_014776.1,90377668,90393268,plus,5,,
28377,A,Anolis carolinensis,100566024,0,live,slc19a2,slc19a2,,solute carrier family 19 member 2,"thiamine transporter 1|solute carrier family 19 (thiamine transporter), member 2",,3,NC_014778.1,175681587,175699617,minus,6,,
28377,A,Anolis carolinensis,100564114,0,live,slc19a3,slc19a3,,solute carrier family 19 member 3,"thiamine transporter 2|solute carrier family 19 (thiamine transporter), member 3",,3,NC_014778.1,23328838,23359975,plus,7,,
28377,A,Anolis carolinensis,100566728,0,live,slc1a1,slc1a1,,solute carrier family 1 member 1,"excitatory amino acid transporter 3|solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1",,2,NC_014777.1,51936857,51999856,plus,13,,
28377,A,Anolis carolinensis,100563190,0,live,slc1a2,slc1a2,,solute carrier family 1 member 2,"excitatory amino acid transporter 2|solute carrier family 1 (glial high affinity glutamate transporter), member 2",,1,NC_014776.1,54662096,54800804,plus,11,,
28377,A,Anolis carolinensis,100562038,0,live,slc1a3,slc1a3,,solute carrier family 1 member 3,"excitatory amino acid transporter 1|solute carrier family 1 (glial high affinity glutamate transporter), member 3",,Un,,,,,,,
28377,A,Anolis carolinensis,100562665,0,live,slc1a4,slc1a4,,solute carrier family 1 member 4,"neutral amino acid transporter A|solute carrier family 1 (glutamate/neutral amino acid transporter), member 4",,1,NC_014776.1,124379476,124420489,plus,9,,
28377,A,Anolis carolinensis,100562974,0,live,slc1a5,slc1a5,,solute carrier family 1 member 5,"neutral amino acid transporter B(0)|solute carrier family 1 (neutral amino acid transporter), member 5",,Un,,,,,,,
9031,J,Gallus gallus,420057,0,live,SLC1A6,slc1a6,,"solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6",excitatory amino acid transporter 4,,28,NC_006115.5,792581,821098,minus,14,,
28377,A,Anolis carolinensis,100563339,0,live,slc1a7,slc1a7,,solute carrier family 1 member 7,"excitatory amino acid transporter 5|solute carrier family 1 (glutamate transporter), member 7",,4,NC_014779.1,114939932,115022050,minus,13,,
103695,B,Pogona vitticeps,110072067,0,live,SLC20A1,slc20a1,,solute carrier family 20 member 1,sodium-dependent phosphate transporter 1,,Un,,,,,,,
28377,A,Anolis carolinensis,100566881,0,live,slc20a2,slc20a2,,solute carrier family 20 member 2,"sodium-dependent phosphate transporter 2|solute carrier family 20 (phosphate transporter), member 2",,6,NC_014781.1,58753226,58845834,minus,16,,
8496,I,Alligator mississippiensis,102560867,0,live,SLC22A1,slc22a1,Y1Q_0009124,solute carrier family 22 member 1,solute carrier family 22 member 2,,Un,,,,,,,
28377,A,Anolis carolinensis,100561176,0,live,slc22a13,slc22a13,,solute carrier family 22 member 13,solute carrier family 22 member 13,,6,NC_014781.1,736893,757505,minus,11,,
9031,J,Gallus gallus,420422,0,live,SLC22A13L,slc22a13l,,solute carrier family 22 member 13-like,solute carrier family 22 member 13-like,,2,NC_006089.5,5006480,5016911,plus,10,,
28377,A,Anolis carolinensis,100566412,0,live,slc22a15,slc22a15,,solute carrier family 22 member 15,solute carrier family 22 member 15,,2,NC_014777.1,83059784,83085865,plus,13,,
9031,J,Gallus gallus,423653,0,live,SLC22A15L,slc22a15l,,solute carrier family 22 member 15-like,solute carrier family 22 member 15-like,,6,NC_006093.5,8440544,8461063,minus,12,,
28377,A,Anolis carolinensis,100564304,0,live,slc22a16,slc22a16,,solute carrier family 22 member 16,"solute carrier family 22 member 16|solute carrier family 22 (organic cation/carnitine transporter), member 16",,1,NC_014776.1,191757809,191783951,minus,8,,
28377,A,Anolis carolinensis,100568273,0,live,slc22a17,slc22a17,,solute carrier family 22 member 17,solute carrier family 22 member 17,,Un,,,,,,,
28377,A,Anolis carolinensis,100560561,0,live,slc22a18,slc22a18,,solute carrier family 22 member 18,solute carrier family 22 member 18,,1,NC_014776.1,68785056,68866828,minus,10,,
28377,A,Anolis carolinensis,100560224,0,live,slc22a2,slc22a2,,solute carrier family 22 member 2,solute carrier family 22 member 2,,1,NC_014776.1,211874786,211897661,plus,11,,
103944,G,Protobothrops mucrosquamatus,107294371,0,live,SLC22A20P,slc22a20p,SLC22A20,"solute carrier family 22 member 20, pseudogene",solute carrier family 22 member 6-A|solute carrier family 22 member 20,,Un,,,,,,,
103695,B,Pogona vitticeps,110077104,0,live,SLC22A23,slc22a23,,solute carrier family 22 member 23,solute carrier family 22 member 23,,Un,,,,,,,
28377,A,Anolis carolinensis,100554856,0,live,slc22a3,slc22a3,,solute carrier family 22 member 3,"solute carrier family 22 member 3|solute carrier family 22 (organic cation transporter), member 3",,1,NC_014776.1,211820440,211848977,minus,11,,
28377,A,Anolis carolinensis,103280713,0,live,slc22a31,slc22a31,,solute carrier family 22 member 31,putative solute carrier family 22 member 31,,Un,,,,,,,
146911,C,Gekko japonicus,107108752,0,live,SLC22A4,slc22a4,,solute carrier family 22 member 4,solute carrier family 22 member 4,,Un,,,,,,,
103695,B,Pogona vitticeps,110086692,0,live,SLC22A5,slc22a5,,solute carrier family 22 member 5,solute carrier family 22 member 5,,Un,,,,,,,
1196302,K,Corvus moneduloides,116437211,0,live,SLC22A6,slc22a6,,solute carrier family 22 member 6,solute carrier family 22 member 6,,34,NC_045509.1,213821,218037,minus,10,,
28377,A,Anolis carolinensis,100560506,0,live,slc22a7,slc22a7,,solute carrier family 22 member 7,"solute carrier family 22 member 7|solute carrier family 22 (organic anion transporter), member 7",,2,NC_014777.1,143559461,143588956,minus,10,,
279965,K,Antrostomus carolinensis,104529002,0,live,SLC22A8,slc22a8,,solute carrier family 22 member 8,solute carrier family 22 member 8,,Un,,,,,,,
28377,A,Anolis carolinensis,100556489,0,live,slc23a1,slc23a1,,solute carrier family 23 member 1,"solute carrier family 23 member 1|solute carrier family 23 (ascorbic acid transporter), member 1",,1,NC_014776.1,132034140,132065434,minus,15,,
28377,A,Anolis carolinensis,100566000,0,live,slc23a2,slc23a2,,solute carrier family 23 member 2,"solute carrier family 23 member 2|solute carrier family 23 (ascorbic acid transporter), member 2",,Un,,,,,,,
28377,A,Anolis carolinensis,100567833,0,live,slc23a3,slc23a3,,solute carrier family 23 member 3,solute carrier family 23 member 3,,1,NC_014776.1,88178257,88192451,minus,12,,
8469,H,Chelonia mydas,102935748,0,live,SLC24A1,slc24a1,UY3_06746,solute carrier family 24 member 1,sodium/potassium/calcium exchanger 1|Sodium/potassium/calcium exchanger 1,,Un,,,,,,,
28377,A,Anolis carolinensis,100563263,0,live,slc24a2,slc24a2,,solute carrier family 24 member 2,"sodium/potassium/calcium exchanger 2|solute carrier family 24 (sodium/potassium/calcium exchanger), member 2",,2,NC_014777.1,62282389,62399444,plus,11,,
28377,A,Anolis carolinensis,100552192,0,live,slc24a3,slc24a3,,solute carrier family 24 member 3,"sodium/potassium/calcium exchanger 3|solute carrier family 24 (sodium/potassium/calcium exchanger), member 3",,4,NC_014779.1,80134994,80393382,plus,17,,
