From	To
Q9UHF3	NAT8B
Q7TMF2	Eri1
Q9D287	Bcas2
Q0V8R6	HEXA
Q6DDY9	mrps7
Q9Z1R2	Bag6
A1XQU1	PSMB7
Q8NBI5	SLC43A3
O43252	PAPSS1
Q8N4Q0	ZADH2
Q9JID6	ACSL1
P33121	ACSL1
B2GV06	Oxct1
O88496	Ggcx
Q9GL59	GGCX
P39060	COL18A1
Q9QYT7	Pigq
Q9BRB3	PIGQ
O75928	PIAS2
Q9ULW0	TPX2
Q8R3P7	Cluap1
P98194	ATP2C1
Q5R5K5	ATP2C1
Q64566	Atp2c1
Q99747	NAPG
Q96RS0	TGS1
P15920	Atp6v0a2
Q8BPP0	Znf436
Q3MIX3	ADCK5
Q2KIX2	GDAP2
P80560	Ptprn2
C5IJB0	ZGPAT
P63045	Vamp2
Q148K5	PEX11B
Q5ZL05	ORAI1
O14929	HAT1
Q9BXW7	HDHD5
Q5ZJV6	RCAN3
A1A4J8	SCO1
Q8BUB4	Wdfy2
O60504	SORBS3
Q9R1Z8	Sorbs3
Q14254	FLOT2
A6QLR4	FLOT2
Q5RCV8	RNF13
Q5ZL00	EMC1
Q8N766	EMC1
Q5R9D9	ZNF330
Q6DCH7	selenbp1-b
Q5RF48	SELENBP1
P30835	Pfkl
P12382	Pfkl
P51892	lig1
Q9D3F7	Ddit4
P55168	CCNC
O08573	Lgals9
Q3T0D6	LGALS4
Q28811	PHR
Q9NR45	NANS
Q5ZM91	PRKAR1A
Q9NQ34	TMEM9B
O43766	LIAS
Q6P1A2	LPCAT3
Q91V01	Lpcat3
P02751	FN1
P04937	Fn1
P07589	FN1
P62919	Rpl8
Q6P1S2	C3orf33
P25107	PTH1R
Q5ZIJ2	MRPS6
Q5ZM60	CCPG1
Q9ULG6	CCPG1
Q6A070	Togaram1
Q9Y4F4	TOGARAM1
Q04790	IFNAR1
O55173	Pdpk1
Q9Y6K5	OAS3
Q6P7P5	Bzw1
O60749	SNX2
Q9CWK8	Snx2
P57088	TMEM33
Q8NC56	LEMD2
Q8IWR0	ZC3H7A
P55017	SLC12A3
Q32L08	AMN1
Q09HN1	CYREN
Q9R1K9	Cetn2
Q9NX24	NHP2
Q15853	USF2
P24528	Mgmt
Q8N531	FBXL6
Q9CQZ5	Ndufa6
A6QNM2	GFM2
O43264	ZW10
Q5ZJL4	CLP1
O43736	ITM2A
Q5F3F5	LMBRD2
Q5ZKW9	MBNL1
Q9NR56	MBNL1
Q8K031	Stard8
Q8JG64	PDIA3
Q2VQV9	ada2
O00478	BTN3A3
Q5R996	BTN3A3
P09014	hoxb5a
P09067	HOXB5
Q5ZLR1	WLS
Q5BKT4	ALG10
P30040	ERP29
Q9P2D0	IBTK
Q6ZPR6	Ibtk
Q32KS7	ZNF821
P17694	NDUFS2
Q5RBQ7	CDO1
Q9JII5	Dazap1
P33176	KIF5B
Q8NBK3	SUMF1
Q501J6	Ddx17
O54922	Exoc7
O35250	Exoc7
O43491	EPB41L2
Q5R9L9	POMP
P60517	Gabarap
Q8WY91	THAP4
P30038	ALDH4A1
A7YWE4	ALDH4A1
Q8CHT0	Aldh4a1
P22415	USF1
Q9R066	Cxadr
P79800	KRAS
P31335	ATIC
Q5E9D0	EIF2S2
Q92569	PIK3R3
O95340	PAPSS2
Q05519	SRSF11
P61078	Ube2d3
Q13404	UBE2V1
P52483	Ube2e3
Q5RBR1	SRP19
P48538	LGALS1
O00560	SDCBP
O96005	CLPTM1
Q8VBZ3	Clptm1
Q9JHZ2	Ankh
Q86XS8	RNF130
Q8VEM1	Rnf130
B2RYG6	Otub1
Q920L1	Fads1
Q9NVM9	INTS13
Q764M5	STAT1
P42224	STAT1
P31053	Cd37
Q5HZV9	Ppp1r7
Q5RBA4	MYL9
O95620	DUS4L
Q92542	NCSTN
Q5R2J2	GAPDH
P00356	GAPDH
Q32PI6	MRPL4
Q32L00	ALKBH3
Q6FI81	CIAPIN1
Q9UGJ0	PRKAG2
O35264	Pafah1b2
Q8VE65	Taf12
Q16514	TAF12
A4FUG8	RABEP2
Q8VBT9	Aspscr1
A7Z061	CDC27
A2A6Q5	Cdc27
Q66H61	Qars1
Q32LG5	REEP6
Q96HR9	REEP6
Q9NVL8	CCDC198
Q5RFL8	YTHDF3
Q8IZ07	ANKRD13A
Q86WA8	LONP2
P84157	MXRA7
P49684	Uts2r
Q71U00	skp1
Q9N2J4	AQP1
Q02013	Aqp1
Q9D6R2	Idh3a
Q96ER9	CCDC51
Q3URS9	Ccdc51
Q8WXD5	GEMIN6
F8VQB6	Myo10
Q9UBY8	CLN8
Q9QUK3	Cln8
Q969X1	TMBIM1
Q2M3D2	EXOC3L2
Q5EA92	ARL14EP
P50416	CPT1A
Q91YS8	Camk1
Q63450	Camk1
O43172	PRPF4
Q684M4	KEAP1
O15270	SPTLC2
P97363	Sptlc2
P62262	YWHAE
Q9BT23	LIMD2
Q8WWK9	CKAP2
Q8WY64	MYLIP
Q8NE86	MCU
Q5RED5	TSC22D3
Q9EQZ1	Tsc22d3
Q9BYZ6	RHOBTB2
Q9D1C8	Vps28
B5DEN9	Vps28
Q9NPB1	NT5M
Q8VCE6	Nt5m
A5D9A7	CYB561A3
Q8NBI2	CYB561A3
Q5I0C3	Mccc1
Q6DD17	ccdc124-b
Q3T113	TMIGD1
P49257	LMAN1
Q62902	Lman1
P17036	ZNF3
Q9WV78	Plvap
Q8K3X3	GMDS
Q7TSH2	Phkb
Q93100	PHKB
P46097	Syt2
Q5ZI23	HAGH
Q8UW19	RPL36
O12971	LFNG
O88956	PLPP1
P40426	PBX3
Q9BYU1	PBX4
Q9Y547	HSPB11
O43826	SLC37A4
O00180	KCNK1
Q5UE96	KCNK1
Q8R454	KCNK1
O75553	DAB1
P10922	H1-0
Q5ZLR4	ESRP2
Q9Y4K1	CRYBG1
P31942	HNRNPH3
P54727	RAD23B
Q91YH5	Atl3
P63100	Ppp3r1
Q66GV0	mpv17
Q9UKU7	ACAD8
A0AV02	SLC12A8
Q6A4L1	slc12a8
Q9UBF2	COPG2
P08294	SOD3
Q3UKJ7	Smu1
Q1T7B9	CENPM
P13196	ALAS1
P07997	ALAS1
P42208	Septin2
Q71U34	HSPA8
P19120	HSPA8
O95243	MBD4
Q86YB8	ERO1B
Q8IWZ8	SUGP1
Q8CH02	Sugp1
Q8IVS8	GLYCTK
Q9BE01	GLYCTK
Q92564	DCUN1D4
Q811I0	Atpaf1
Q9JID1	Pdcd4
P79114	MYO10
Q5ZMC0	EDF1
Q5E9M1	ARL6IP5
Q9ES40	Arl6ip5
Q9R092	Hsd17b6
Q9NRG1	PRTFDC1
Q5E9L4	BCL2L14
Q8C4V4	Fbxl3
B3FL73	Fbxl21
Q9BSG0	PRADC1
Q96EZ8	MCRS1
O00571	DDX3X
A0JMD0	cluh
Q5SW19	Cluh
Q5ZM98	HSPA9
Q5R511	HSPA9
B0S1F8	dnaK
Q4KMG9	TMEM52B
P61967	Ap1s1
Q5RC41	RBM14
Q9D8Z1	Ascc1
Q07891	TFRC
Q90997	TFRC
Q5RDH6	TFRC
O19477	Mr1
Q6UXY8	TMC5
Q9NZC3	GDE1
Q91727	cdk4
Q9R045	Angptl2
Q9UKU9	ANGPTL2
Q0IIG7	RAB5A
Q69ZQ2	Isy1
Q6AYB3	Isy1
Q53H12	AGK
Q5RED7	AGK
Q8VDW0	Ddx39a
Q5ZLM2	DBR1
Q9H0G5	NSRP1
Q5ZML1	KPNA1
P58467	Setd4
P08110	HSP90B1
P08250	APOA1
A2TIL1	GSR
Q92485	SMPDL3B
O95453	PARN
P63036	Dnaja1
P31689	DNAJA1
Q5NVI9	DNAJA1
P36956	SREBF1
Q5ZJL7	DDB2
P0DPB5	POLR1D
P62138	Ppp1ca
Q8WMS6	PPP1CA
Q5ZJW6	NKIRAS2
Q5I0J5	Mitd1
Q9CR33	Mansc1
Q99805	TM9SF2
P27469	G0S2
Q3UJZ3	Armc7
Q86VK4	ZNF410
A2A825	Cplane2
A5D9H7	USP12
P14543	NID1
Q9UKX7	NUP50
P00504	GOT1
Q63HQ0	AP1AR
O00151	PDLIM1
Q9BWH2	FUNDC2
O55197	C3ar1
Q9CYN2	Spcs2
Q0MQI4	NDUFV1
Q3U1T3	Brms1l
Q4V8V1	brms1la
Q08890	Ids
B0BND0	Enpp6
Q8BGN3	Enpp6
Q32PI9	MPZL1
Q2KHZ2	HBS1L
Q9Y450	HBS1L
A3RF36	ALDH3A1
P47740	Aldh3a2
Q8I030	CSTB
Q8TB45	DEPTOR
O75845	SC5D
Q5ZIE6	NAE1
Q13886	KLF9
A6QPR9	TEFM
Q96B36	AKT1S1
Q9D1F4	Akt1s1
Q6PGB8	Smarca1
P28370	SMARCA1
E1C231	LTN1
Q8N0X4	CLYBL
Q6DJE4	nudt21
A6QPI6	TOMM22
O97593	SMC1A
Q9BXM7	PINK1
Q8VI63	Mob2
Q28944	CTSL
O95573	ACSL3
Q9CZW4	Acsl3
A8MVW5	HEPACAM2
Q4VAH7	Hepacam2
A6QL92	SLC35F5
P05455	SSB
P10881	SSB
P38656	Ssb
P61589	Rhoa
Q5REY3	PRDX3
Q9H4A3	WNK1
Q90WU3	DDX1
D2KC46	PLEKHA8
F1MS15	PLEKHA8
Q8R2Z5	Vwa1
Q7JQ07	mariner\T
Q60HD6	PMM2
P36776	LONP1
Q5M7D4	cnpy1
P08251	ATP1B1
P05028	ATP1B1
Q9Y5B8	NME7
P54612	PPP2R1A
P30153	PPP2R1A
Q9WV03	Fam50a
Q14320	FAM50A
Q5RAS6	SLC31A1
A1L167	UBE2QL1
Q9NQE7	PRSS16
Q5ZLK1	DCAF13
Q6IA17	SIGIRR
Q3SZB4	ACADM
P14604	Echs1
Q8BH95	Echs1
Q3UMU9	Hdgfl2
Q7Z4V5	HDGFL2
Q6GQ29	cpq
P49356	FNTB
Q5ZJQ8	UBAC2
Q91WE2	Psme3ip1
P10102	PRKCA
P05696	Prkca
Q8BN58	Arhgap28
Q8BVP5	Csnk1g2
Q15124	PGM5
O75600	GCAT
P00172	CYB5A
P00167	CYB5A
Q9D4J7	Phf6
Q64536	Pdk2
P40338	Vhl
P23687	PREP
Q9QUR6	Prep
Q5ZKK2	INTS9
Q99KE1	Me2
Q8CAQ8	Immt
P11172	UMPS
Q68EX9	chid1
Q8IV50	LYSMD2
Q5EAD2	PHGDH
Q61753	Phgdh
P06867	PLG
P05044	SRI
Q5R9A7	GPR155
Q5ZJ54	CCT6
Q60HF9	FH
Q4R562	ARRB1
P17663	fth1-b
Q86VQ6	TXNRD3
O89049	Txnrd1
Q2TBS2	MRPL21
Q865R1	PAOX
Q767L6	FLOT1
P13127	CAPZA1
P13676	Apeh
Q99MJ6	Pdzd3
Q5RF28	NAA50
Q6PGB6	Naa50
Q8WV41	SNX33
A6QM04	ZWILCH
Q5R7X2	U2SURP
O15042	U2SURP
Q5ZLN5	TARDBP
P23228	HMGCS1
Q14140	SERTAD2
Q5R6P5	MED10
P32969	RPL9
P32969	RPL9P7
P32969	RPL9P8
P32969	RPL9P9
O75663	TIPRL
Q6UW63	POGLUT2
Q9JL15	Lgals8
Q80W54	Zmpste24
O75844	ZMPSTE24
Q8N5L8	RPP25L
P07814	EPRS1
Q7SIA2	EPRS1
P01903	HLA-DRA
Q9NXD2	MTMR10
Q8WWR9	PPDPFL
Q99ME9	Gtpbp4
Q9BZE4	GTPBP4
Q8T2J9	mccb
Q9BX93	PLA2G12B
Q9Y2K6	USP20
Q5RD01	CDK18
Q5T6J7	IDNK
Q5TM67	NRM
Q9CWR1	Wdr73
Q16851	UGP2
Q5ZJ02	ZNF326
F1MJM0	ZNF326
Q96QK1	VPS35
Q9EQH3	Vps35
Q2HJG5	VPS35
P43346	Dck
Q99PV0	Prpf8
Q5R613	SNX6
Q9YGD2	SUCLG1
P62268	Rps23
Q92685	ALG3
P62744	Ap2s1
Q62825	Exoc3
Q7SXW0	slc25a39
Q9D8K8	Slc25a39
P54864	JUN
Q8K1C9	Lrrc41
P04906	Gstp1
O60318	MCM3AP
Q9Y5R4	HEMK1
Q4R941	SUPT4H1
Q10567	AP1B1
Q6AYS4	Fuca2
Q9BTY2	FUCA2
Q8AY68	shc1
Q9Z2P8	Vamp5
P12236	SLC25A6
P62914	Rpl11
Q0GGW5	STK11
Q32QL6	GPX4
Q3ZC75	ATP5MC3
P56384	Atp5mc3
Q5I030	vimp
Q2KI76	SELENOS
Q3ZC71	DPM3
Q91W90	Txndc5
Q5RDY2	TM9SF4
Q92544	TM9SF4
Q9M2U3	At3g55350
Q3MHN0	PSMB6
P13387	EGFR
P97531	Trip10
Q6XPS3	TPTE2
P42566	EPS15
Q9D0C1	Rnf115
Q3TBW2	Mrpl10
Q2HZX7	fuz
Q3T144	TMEM106C
P15313	ATP6V1B1
P26446	PARP1
P27008	Parp1
Q8CHK7	NQO1
Q9NQ29	LUC7L
Q3ZBM5	SNX5
Q9R0M3	Srpx
P78539	SRPX
Q8UW59	PARK7
Q9PU47	PDLIM3
Q9UIC8	LCMT1
P41125	RPL13
Q9BV79	MECR
Q5E9R6	CERS4
P30613	PKLR
Q9UQ80	PA2G4
Q15569	TESK1
Q6NZQ0	Ccdc189
P54136	RARS1
Q9YHU0	ctbp1
P62738	Acta2
Q14566	MCM6
O95471	CLDN7
Q8NC54	KCT2
Q5R561	FGFR1OP2
Q86TP1	PRUNE1
Q6AYG3	Prune1
Q5R9T2	VPS37C
P53990	IST1
Q568Z6	Ist1
P55015	SLC12A1
Q13621	SLC12A1
Q28EG9	zmat1
Q13526	PIN1
Q6Q0N1	Cndp2
Q9D1A2	Cndp2
Q3ZC84	CNDP2
Q3SZC6	ANP32B
O70258	Sgce
O43255	SIAH2
O43663	PRC1
Q9BTE1	DCTN5
Q5ZMD1	YWHAQ
Q5R7H1	CALCOCO2
Q8NDI1	EHBP1
Q9WVL3	Slc12a7
P08183	ABCB1
P21440	Abcb4
Q9QYL8	Lypla2
A6NNT2	C16orf96
Q9H0J4	QRICH2
P00337	LDHB
Q9W7L4	LDHB
Q99KI0	Aco2
Q9ER34	Aco2
Q99798	ACO2
Q9Y223	GNE
Q8N1S5	SLC39A11
A2VE39	CMTR1
Q6GQ76	cmtr1
P45953	Acadvl
G5E5X0	LIMD1
Q2TFN9	HSPA4
Q5RDM4	HSPA4
Q91WT8	Rbm47
Q5ZJT1	HMCES
Q04799	FMO5
Q3ZBF8	CERS2
Q969U6	FBXW5
Q6ZN54	DEF8
Q9H3M7	TXNIP
Q64314	Cd34
Q6P378	actg1
P84856	ACTB
P60707	ACTB
P63256	ACTG1
A2BDB0	actg1
Q6NVA9	actb
Q5JAK2	actg1
P62278	Rps13
Q32TG3	EFHC2
O95671	ASMTL
Q3TJ91	Llgl2
Q5ZIZ4	NT5C2
Q5ZKG1	MRPL51
P20614	TIMP1
P12032	Timp1
Q9Z1J2	Nek4
Q5RE33	REEP5
Q5ZIK6	BSDC1
Q16540	MRPL23
Q99J59	Tspan1
P49410	TUFM
Q9Y5B9	SUPT16H
Q5R9M9	SLC39A6
A6QLJ3	GUF1
Q8N442	GUF1
Q62018	Ctr9
Q5F4B8	SLC46A3
A2AJL3	Fggy
Q96MW7	TIGD1
Q5U316	Rab35
Q5BJQ0	Coq8a
Q9HD67	MYO10
A0MTA1	apex1
Q92503	SEC14L1
Q9Y619	SLC25A15
Q9WVD5	Slc25a15
Q5I0L6	Cytip
Q5F468	SLC38A2
P56602	PPOX
O95858	TSPAN15
Q14703	MBTPS1
P37198	NUP62
Q9Z0T0	Tpmt
Q91WC7	Nipal2
P07228	ITGB1
P09055	Itgb1
Q62188	Dpysl3
Q7TNE3	Spag7
P26652	TIMP3
O15162	PLSCR1
Q8NA92	THAP8
Q96FM1	PGAP3
P49918	CDKN1C
O94826	TOMM70
P35520	CBS
Q99541	PLIN2
Q8BMK4	Ckap4
Q9Y6I4	USP3
Q9PU85	PIM3
P70318	Tial1
P0CK96	SLC35E2B
Q8C811	Slc35e2a
Q93062	RBPMS
P35269	GTF2F1
F6V515	mtap
Q9NVN8	GNL3L
Q3T0J9	GNL3L
A6H7H7	FBXO3
Q9CQ02	Commd4
O93533	GJB6
A0AVF1	TTC26
Q9QZD8	Slc25a10
Q9UBX3	SLC25A10
Q9DCU9	Hoga1
Q3SX00	ANKRD46
Q15434	RBMS2
Q9H000	MKRN2
Q8WVV9	HNRNPLL
Q91WA4	Cxxc5
Q5XIQ3	Cxxc5
P12830	CDH1
P33145	K-CAM
Q28193	FURIN
Q9JLC3	Msrb1
P62916	Gtf2b
P83006	Pafah2
Q9UGY1	NOL12
P62264	Rps14
Q9H8M1	COQ10B
Q5RD79	COQ10B
Q5ZII9	TFIP11
A2VDJ0	TMEM131L
Q62406	Irak1
P09414	Nfia
Q29435	MUC1
Q1LZF8	CLCC1
Q96S66	CLCC1
Q58WW2	DCAF6
P0C276	UBA52
Q9UKW6	ELF5
A5PJZ1	SLC25A24
Q9QYI5	Dnajb2
Q5FWL3	rnf41
Q3KRD8	Eif6
Q15436	SEC23A
Q01405	Sec23a
Q52NJ3	SAR1A
Q5ZHS1	ELP3
Q8VCS3	Fam20b
Q8TAQ2	SMARCC2
Q9NP97	DYNLRB1
P17844	DDX5
Q61656	Ddx5
Q5R4B1	DLD
Q9CPW7	Zmat2
Q3T1J1	Eif5a
Q5ZKB8	CDPF1
Q90370	MAFB
Q9D939	Sult1c2
O46503	SULT1C2
P36197	ZEB1
Q8QHI3	arl3
Q5RCQ6	ARL3
P78382	SLC35A1
P58158	B3gat3
P26651	ZFP36
O75355	ENTPD3
O75264	SMIM24
Q8BVF7	Aph1a
Q5RBL9	RTN3
Q5ZHP7	EAF2
Q9CQE8	RTRAF
P12276	FASN
P35054	TGFBR3
O88393	Tgfbr3
P25787	PSMA2
P11415	CRYZ
Q08257	CRYZ
P04114	APOB
P11682	APOB
Q9H0E9	BRD8
Q8R3B7	Brd8
Q2KJG3	NARS
Q99933	BAG1
O94855	SEC24D
Q5ZL74	VAMP7
Q5R7C1	EMC3
Q4R5F0	ISCA1
P62856	Rps26
P24903	CYP2F1
O55071	Cyp2b19
P33262	CYP2C20
Q3U487	Hectd3
P35738	Bckdhb
P21953	BCKDHB
O43570	CA12
Q9R0U0	Srsf10
Q7Z4I7	LIMS2
Q02960	MIF
Q924H7	Wac
Q3ZBX6	MRPL3
Q8TEA1	NSUN6
Q5FVR5	Acnat2
Q9BV10	ALG12
P17481	HOXB8
Q99K48	Nono
Q5RFL9	NONO
Q5ZM25	OLA1
P42558	RAN
Q92956	TNFRSF14
Q96HW7	INTS4
P21611	B2M
Q8CIQ3	B2M
O55028	Bckdk
Q9WTK3	Gpaa1
O19132	NOS1
P29475	NOS1
Q9UL26	RAB22A
Q99P61	FABP3
Q91YJ2	Snx4
A1A4L0	SNX4
O75879	GATB
Q7M6Y3	Picalm
Q5ZK33	LETM1
Q9Y2W2	WBP11
P78332	RBM6
Q05D44	Eif5b
Q9YIB9	HIF1A
Q9PW72	PDLIM4
Q91YY4	Atpaf2
Q1LZ96	ATPAF2
Q9DCM0	Ethe1
Q96FZ7	CHMP6
A6QNR1	RRP36
Q3UFY0	Rrp36
Q9Y2H6	FNDC3A
Q5ZJP5	FNDC3A
Q8BX90	Fndc3a
O70579	Slc25a17
O43808	SLC25A17
Q5JPI3	C3orf38
Q9Y6K0	CEPT1
O95429	BAG4
Q99P39	Nfs1
A6QLK6	GRAP
Q9BQ61	TRIR
P09543	CNP
Q6IQX7	Chpf
P49354	FNTA
Q5R421	AK4
Q5ZJP7	KCTD7
P53670	Limk2
P53666	LIMK2
P43243	MATR3
Q3SZZ5	TMEM208
Q5TC63	GRTP1
P09102	P4HB
Q8R4U2	P4HB
P04785	P4hb
Q2HWU2	P4HB
Q6P087	RPUSD3
Q9Z254	Gipc1
Q9UHD1	CHORDC1
Q5ZML4	CHORDC1
Q5EAC6	CDC37
Q16543	CDC37
Q9Y5N5	N6AMT1
Q5ZK01	PELO
Q3T0T7	SAR1B
Q9P215	POGK
Q5RCD9	ZSCAN2
Q5ZJ06	MAGT1
Q8IYW5	RNF168
Q80XJ2	Rnf168
Q9NXJ5	PGPEP1
Q8BH01	Tmco3
Q3T108	PSMB4
Q9Y6A2	CYP46A1
Q1LV46	abhd14a
P02462	COL4A1
P10073	ZSCAN22
Q8NI36	WDR36
Q5R526	DAZAP2
Q9H3F6	KCTD10
Q9I9E0	TAOK3
Q7TNK0	Serinc1
Q9ZZM3	MT-ND5
Q95918	MT-ND5
P03922	mt-nd5
A0PK05	TMEM72
Q5R5B0	HERPUD1
Q6IQ86	brk1
Q9TRY0	FKBP4
P27607	PTGS2
Q9HD20	ATP13A1
P08478	pam-a
P12890	pam-b
Q28626	SNTA1
Q13424	SNTA1
O14495	PLPP3
O15229	KMO
Q5RAM8	EAF1
Q5M9G8	Dcaf11
Q5R7H5	DCAF11
P02457	COL1A1
A6QPY0	DDOST
P48440	DDOST
Q922D8	Mthfd1
P27653	Mthfd1
P23614	BASP1
P32519	ELF1
Q0VD53	VPS26A
Q8VDQ8	Sirt2
Q9P2W9	STX18
P07687	Ephx1
Q9D379	Ephx1
O15503	INSIG1
Q7TQA3	Sdr16c5
Q5XI32	Capzb
P14315	CAPZB
P60901	Psma6
Q5I019	tdrp
Q9BUQ8	DDX23
Q8BH44	Coro2b
Q99PG2	Ogfr
Q5RE11	TSPAN3
P02401	Rplp2
Q32PF3	PCNP
Q8WW12	PCNP
Q5GJ77	GPAM
Q61586	Gpam
Q9HCL2	GPAM
O70460	Ccl19
Q9NPF5	DMAP1
Q8VEH8	Erlec1
Q86WB0	ZC3HC1
P79959	gnb1
P28799	GRN
Q8R0M8	Slc16a4
Q37416	MT-CO2
Q5F3I6	TMEM104
Q65Z91	TSKU
Q90617	LAMP2
Q8BKT6	Tspan12
Q49MG5	MAP9
Q08013	Ssr3
Q5ZLT5	PLEKHJ1
Q13416	ORC2
Q9R011	Plk3
Q9H4B4	PLK3
Q148C8	MIEN1
P12309	GLRX
P31720	C1qa
P55006	Rdh7
Q8BWT1	Acaa2
Q9CPY7	Lap3
Q3U4G3	Xxylt1
O95857	TSPAN13
Q63429	Ubc
P0CG60	UBB
P53590	SUCLG2
O95260	ATE1
Q2PFX0	ATE1
Q3SZ12	RSL24D1
Q2HJ44	TENT2
Q1RMU5	RBM5
Q4R7Y5	DNAJB6
O75190	DNAJB6
Q8IYN6	UBALD2
Q9Y6C2	EMILIN1
P53041	PPP5C
Q5E9Q4	NECAP2
Q9NVZ3	NECAP2
Q9YHT2	SDHB
Q16881	TXNRD1
O62768	TXNRD1
Q99595	TIMM17A
P48059	LIMS1
F1R4U0	slc25a1b
Q9BS26	ERP44
Q5F371	SBNO1
A3KN83	SBNO1
O00410	IPO5
Q08093	Cnn2
P54687	BCAT1
O55230	Rad51d
Q8CG76	Akr7a2
Q8CG45	Akr7a2
Q8IWY8	ZSCAN29
Q3T114	RIDA
Q8BJ56	Pnpla2
P08754	GNAI3
P50146	GNAI1
Q5ZJN0	ASNSD1
P00636	FBP1
Q6ZQ58	Larp1
Q3SYW1	AP1M2
Q9CQ92	Fis1
Q9Y3D6	FIS1
Q53GS9	USP39
Q9H2U2	PPA2
Q9JJ93	MNCb-2990
Q5RF84	UBE2G2
O00584	RNASET2
P14580	CYP4A6
P15128	CYP4B1
Q3SZD1	PEX19
Q5ZK35	METTL14
Q66J52	slc22a6-b
P70365	Ncoa1
Q15417	CNN3
Q32L92	CNN3
Q9CWW7	Cxxc1
Q9P0U4	CXXC1
Q9HBG4	ATP6V0A4
A1L3G4	tmem241
Q8BLN5	Lss
Q9BVG8	KIFC3
Q5R6J8	GALK2
Q01415	GALK2
O93277	WDR1
Q8K2M0	Mrpl38
P05065	Aldoa
Q5NVR5	ALDOA
P04075	ALDOA
Q9UK45	LSM7
Q5REH2	ZDHHC6
Q5RAU5	CHMP3
Q54728	SP_1686
P58797	NXF1
Q9UBU9	NXF1
P58802	Tbc1d10a
O43896	KIF1C
O43414	ERI3
A6QLH5	ERI3
P40142	Tkt
Q9R097	Spint1
Q6DGL7	tmem147
Q96JQ2	CLMN
O60216	RAD21
Q2TB90	HKDC1
Q86YT5	SLC13A5
Q9GKS9	DZANK1
P30531	SLC6A1
P23978	Slc6a1
Q9WV92	Epb41l3
Q9DCM2	Gstk1
Q90835	EEF1A
A2Q0Z0	EEF1A1
P68105	EEF1A1
Q9DB50	Ap1s2
P56377	AP1S2
Q9Y3D0	CIAO2B
Q8CIW6	Slc26a6
P07871	Acaa1b
Q5E9G6	FBXO8
Q9ERS2	Ndufa13
Q8HZV4	TUBD1
P38486	LGALS3
P52306	RAP1GDS1
Q04173	RAP1GDS1
Q5T4W7	ARTN
Q9Y385	UBE2J1
Q5F471	PPP6R3
Q5ZMV7	WDR82
P42898	MTHFR
Q9N285	MTCH2
O60239	SH3BP5
Q9BTE7	DCUN1D5
Q5BJ65	h2az2
A2T6E3	ZSCAN12
Q9GK13	MMUT
Q8MI68	MMUT
P19352	TPM2
Q6INB3	rnf182
Q9BZW5	TM6SF1
P19256	CD58
Q9BVI0	PHF20
Q3B8Q2	Eif4a3
P55263	ADK
Q5R7N2	TWF1
Q5RJR2	Twf1
Q8VDL9	Glis2
P23004	UQCRC2
Q5R7U8	TBPL1
Q9UJU6	DBNL
Q62418	Dbnl
O46640	SULT3A1
Q6UXG2	KIAA1324
A2AFS3	Kiaa1324
Q7YQM3	ATRX
P46100	ATRX
Q64339	Isg15
Q5F408	CARS1
Q9ER72	Cars1
Q8HXQ3	SOD1
P08228	Sod1
P23680	Apcs
Q5ZML5	LSM12
Q5ZJN8	SELENOT
Q3SX26	TRIP6
Q9QYW5	Emp3
Q0VCM6	SLC43A2
Q60817	Naca
P05689	CTSZ
Q7Z340	ZNF551
P84096	Rhog
Q6Q0C0	TRAF7
Q7ZXD6	adrm1-b
Q98SH3	ADRM1
O55087	Mef2b
O08784	Tcof1
Q5R533	SERINC3
P53760	LCAT
Q9DCJ7	Aurkaip1
Q64152	Btf3
P84104	Srsf3
P45645	GNA11
Q5ZJF4	PRDX6
P39023	RPL3
P21531	Rpl3
Q14154	DELE1
Q6PGL7	Washc2
Q5RDC1	Washc2
Q9NYZ3	GTSE1
P0DMT6	APOE
Q95KV0	IKBKB
O14920	IKBKB
Q99PJ2	Trim8
P15505	GLDC
P11023	RAB3A
Q6PFR5	Tra2a
G3V9R3	Sult1d1
Q29476	SULT1A1
P49147	PLA2G4A
Q922J9	Far1
Q5ZM72	FAR1
Q9DCN1	Nudt12
Q2KIB9	POP4
Q5F4B1	PGP
P23709	NDUFS3
Q5ZML7	LAPTM4A
Q0II70	MCRIP2
P12815	Pdcd6
Q99LX5	Mmtag2
Q8N335	GPD1L
Q58CV6	KLHDC3
Q5U458	Dnajc11
Q5ZM44	CHP1
Q3SYS6	CHP1
Q5RET3	AAGAB
Q5RF14	MIPEP
O15195	VILL
Q29261	VIL1
P09327	VIL1
Q04929	CRK
Q5M843	Ogfod3
Q9R099	Tbl2
Q6V1X1	DPP8
Q2KIR1	SNRPA
Q90935	SERPINI1
Q7XJJ7	FAAH
Q8VE97	Srsf4
P18203	FKBP1A
A2VDN6	SF3A1
Q14558	PRPSAP1
Q5F416	TIPIN
Q68EQ9	vmp1
A9JSM3	Tmem238
P49907	SELENOP
Q3T062	RRP15
O75191	XYLB
Q8K0V4	Cnot3
Q9NVW2	RLIM
Q5RBK0	GIN1
Q4R6I1	GIN1
Q5U220	Tmem254
Q8K4Q6	Neil1
Q4R6C7	TRMT1L
Q9GZX9	TWSG1
Q9TTR8	NR2F1
Q642A2	Agtrap
Q9W6I1	RBPMS2
Q96KG9	SCYL1
Q9TT90	AR
P49699	AR
P61220	EIF1B
Q0IID9	GK
P98088	MUC5AC
